driver_id,zigbee2mqtt_query,blakadder_query,homey_forum_query,github_query
"tuya_zigbee/switch/tuya_motion-299_plug","site:zigbee2mqtt.io \"Tuya Motion-299 Plug (Intelligent) tuya_zigbee/switch/tuya_motion-299_plug\"","site:blakadder.com/zigbee \"Tuya Motion-299 Plug (Intelligent) tuya_zigbee/switch/tuya_motion-299_plug\"","site:community.homey.app \"Tuya Motion-299 Plug (Intelligent) tuya_zigbee/switch/tuya_motion-299_plug\"","site:github.com zigbee \"Tuya Motion-299 Plug (Intelligent) tuya_zigbee/switch/tuya_motion-299_plug\""
"tuya_zigbee/switch/tuya_motion-362_plug","site:zigbee2mqtt.io \"Tuya Motion-362 Plug (Intelligent) tuya_zigbee/switch/tuya_motion-362_plug\"","site:blakadder.com/zigbee \"Tuya Motion-362 Plug (Intelligent) tuya_zigbee/switch/tuya_motion-362_plug\"","site:community.homey.app \"Tuya Motion-362 Plug (Intelligent) tuya_zigbee/switch/tuya_motion-362_plug\"","site:github.com zigbee \"Tuya Motion-362 Plug (Intelligent) tuya_zigbee/switch/tuya_motion-362_plug\""
"tuya_zigbee/switch/tuya_outlet-692","site:zigbee2mqtt.io \"Tuya Outlet-692 (Intelligent) tuya_zigbee/switch/tuya_outlet-692\"","site:blakadder.com/zigbee \"Tuya Outlet-692 (Intelligent) tuya_zigbee/switch/tuya_outlet-692\"","site:community.homey.app \"Tuya Outlet-692 (Intelligent) tuya_zigbee/switch/tuya_outlet-692\"","site:github.com zigbee \"Tuya Outlet-692 (Intelligent) tuya_zigbee/switch/tuya_outlet-692\""
"tuya_zigbee/switch/tuya_outlet-791","site:zigbee2mqtt.io \"Tuya Outlet-791 (Intelligent) tuya_zigbee/switch/tuya_outlet-791\"","site:blakadder.com/zigbee \"Tuya Outlet-791 (Intelligent) tuya_zigbee/switch/tuya_outlet-791\"","site:community.homey.app \"Tuya Outlet-791 (Intelligent) tuya_zigbee/switch/tuya_outlet-791\"","site:github.com zigbee \"Tuya Outlet-791 (Intelligent) tuya_zigbee/switch/tuya_outlet-791\""
"tuya_zigbee/switch/tuya_power-50","site:zigbee2mqtt.io \"Tuya Power-50 (Intelligent) tuya_zigbee/switch/tuya_power-50\"","site:blakadder.com/zigbee \"Tuya Power-50 (Intelligent) tuya_zigbee/switch/tuya_power-50\"","site:community.homey.app \"Tuya Power-50 (Intelligent) tuya_zigbee/switch/tuya_power-50\"","site:github.com zigbee \"Tuya Power-50 (Intelligent) tuya_zigbee/switch/tuya_power-50\""
"tuya_zigbee/switch/tuya_power-890","site:zigbee2mqtt.io \"Tuya Power-890 (Intelligent) tuya_zigbee/switch/tuya_power-890\"","site:blakadder.com/zigbee \"Tuya Power-890 (Intelligent) tuya_zigbee/switch/tuya_power-890\"","site:community.homey.app \"Tuya Power-890 (Intelligent) tuya_zigbee/switch/tuya_power-890\"","site:github.com zigbee \"Tuya Power-890 (Intelligent) tuya_zigbee/switch/tuya_power-890\""
"tuya_zigbee/switch/tuya_smart-181","site:zigbee2mqtt.io \"Tuya Smart-181 (Intelligent) tuya_zigbee/switch/tuya_smart-181\"","site:blakadder.com/zigbee \"Tuya Smart-181 (Intelligent) tuya_zigbee/switch/tuya_smart-181\"","site:community.homey.app \"Tuya Smart-181 (Intelligent) tuya_zigbee/switch/tuya_smart-181\"","site:github.com zigbee \"Tuya Smart-181 (Intelligent) tuya_zigbee/switch/tuya_smart-181\""
"tuya_zigbee/switch/tuya_smart-963","site:zigbee2mqtt.io \"Tuya Smart-963 (Intelligent) tuya_zigbee/switch/tuya_smart-963\"","site:blakadder.com/zigbee \"Tuya Smart-963 (Intelligent) tuya_zigbee/switch/tuya_smart-963\"","site:community.homey.app \"Tuya Smart-963 (Intelligent) tuya_zigbee/switch/tuya_smart-963\"","site:github.com zigbee \"Tuya Smart-963 (Intelligent) tuya_zigbee/switch/tuya_smart-963\""
"tuya_zigbee/switch/tuya_smoke-109_plug","site:zigbee2mqtt.io \"Tuya Smoke-109 Plug (Intelligent) tuya_zigbee/switch/tuya_smoke-109_plug\"","site:blakadder.com/zigbee \"Tuya Smoke-109 Plug (Intelligent) tuya_zigbee/switch/tuya_smoke-109_plug\"","site:community.homey.app \"Tuya Smoke-109 Plug (Intelligent) tuya_zigbee/switch/tuya_smoke-109_plug\"","site:github.com zigbee \"Tuya Smoke-109 Plug (Intelligent) tuya_zigbee/switch/tuya_smoke-109_plug\""
"tuya_zigbee/switch/tuya_smoke-927_plug","site:zigbee2mqtt.io \"Tuya Smoke-927 Plug (Intelligent) tuya_zigbee/switch/tuya_smoke-927_plug\"","site:blakadder.com/zigbee \"Tuya Smoke-927 Plug (Intelligent) tuya_zigbee/switch/tuya_smoke-927_plug\"","site:community.homey.app \"Tuya Smoke-927 Plug (Intelligent) tuya_zigbee/switch/tuya_smoke-927_plug\"","site:github.com zigbee \"Tuya Smoke-927 Plug (Intelligent) tuya_zigbee/switch/tuya_smoke-927_plug\""
"tuya_zigbee/switch/tuya_switch-225_plug","site:zigbee2mqtt.io \"Tuya Switch-225 Plug (Intelligent) tuya_zigbee/switch/tuya_switch-225_plug\"","site:blakadder.com/zigbee \"Tuya Switch-225 Plug (Intelligent) tuya_zigbee/switch/tuya_switch-225_plug\"","site:community.homey.app \"Tuya Switch-225 Plug (Intelligent) tuya_zigbee/switch/tuya_switch-225_plug\"","site:github.com zigbee \"Tuya Switch-225 Plug (Intelligent) tuya_zigbee/switch/tuya_switch-225_plug\""
"tuya_zigbee/switch/tuya_switch-549_plug","site:zigbee2mqtt.io \"Tuya Switch-549 Plug (Intelligent) tuya_zigbee/switch/tuya_switch-549_plug\"","site:blakadder.com/zigbee \"Tuya Switch-549 Plug (Intelligent) tuya_zigbee/switch/tuya_switch-549_plug\"","site:community.homey.app \"Tuya Switch-549 Plug (Intelligent) tuya_zigbee/switch/tuya_switch-549_plug\"","site:github.com zigbee \"Tuya Switch-549 Plug (Intelligent) tuya_zigbee/switch/tuya_switch-549_plug\""
"tuya_zigbee/switch/tuya_switch_ts0001","site:zigbee2mqtt.io \"Tuya Switch Ts0001 (Intelligent) tuya_zigbee/switch/tuya_switch_ts0001\"","site:blakadder.com/zigbee \"Tuya Switch Ts0001 (Intelligent) tuya_zigbee/switch/tuya_switch_ts0001\"","site:community.homey.app \"Tuya Switch Ts0001 (Intelligent) tuya_zigbee/switch/tuya_switch_ts0001\"","site:github.com zigbee \"Tuya Switch Ts0001 (Intelligent) tuya_zigbee/switch/tuya_switch_ts0001\""
"tuya_zigbee/switch/tuya_temperature-622_plug","site:zigbee2mqtt.io \"Tuya Temperature-622 Plug (Intelligent) tuya_zigbee/switch/tuya_temperature-622_plug\"","site:blakadder.com/zigbee \"Tuya Temperature-622 Plug (Intelligent) tuya_zigbee/switch/tuya_temperature-622_plug\"","site:community.homey.app \"Tuya Temperature-622 Plug (Intelligent) tuya_zigbee/switch/tuya_temperature-622_plug\"","site:github.com zigbee \"Tuya Temperature-622 Plug (Intelligent) tuya_zigbee/switch/tuya_temperature-622_plug\""
"tuya_zigbee/switch/tuya_temperature-779_plug","site:zigbee2mqtt.io \"Tuya Temperature-779 Plug (Intelligent) tuya_zigbee/switch/tuya_temperature-779_plug\"","site:blakadder.com/zigbee \"Tuya Temperature-779 Plug (Intelligent) tuya_zigbee/switch/tuya_temperature-779_plug\"","site:community.homey.app \"Tuya Temperature-779 Plug (Intelligent) tuya_zigbee/switch/tuya_temperature-779_plug\"","site:github.com zigbee \"Tuya Temperature-779 Plug (Intelligent) tuya_zigbee/switch/tuya_temperature-779_plug\""
"tuya_zigbee/switch/tuya_thermostat-435_plug","site:zigbee2mqtt.io \"Tuya Thermostat-435 Plug (Intelligent) tuya_zigbee/switch/tuya_thermostat-435_plug\"","site:blakadder.com/zigbee \"Tuya Thermostat-435 Plug (Intelligent) tuya_zigbee/switch/tuya_thermostat-435_plug\"","site:community.homey.app \"Tuya Thermostat-435 Plug (Intelligent) tuya_zigbee/switch/tuya_thermostat-435_plug\"","site:github.com zigbee \"Tuya Thermostat-435 Plug (Intelligent) tuya_zigbee/switch/tuya_thermostat-435_plug\""
"tuya_zigbee/switch/tuya_thermostat-825_plug","site:zigbee2mqtt.io \"Tuya Thermostat-825 Plug (Intelligent) tuya_zigbee/switch/tuya_thermostat-825_plug\"","site:blakadder.com/zigbee \"Tuya Thermostat-825 Plug (Intelligent) tuya_zigbee/switch/tuya_thermostat-825_plug\"","site:community.homey.app \"Tuya Thermostat-825 Plug (Intelligent) tuya_zigbee/switch/tuya_thermostat-825_plug\"","site:github.com zigbee \"Tuya Thermostat-825 Plug (Intelligent) tuya_zigbee/switch/tuya_thermostat-825_plug\""
"tuya_zigbee/switch/tuya_wall-10","site:zigbee2mqtt.io \"Tuya Wall-10 (Intelligent) tuya_zigbee/switch/tuya_wall-10\"","site:blakadder.com/zigbee \"Tuya Wall-10 (Intelligent) tuya_zigbee/switch/tuya_wall-10\"","site:community.homey.app \"Tuya Wall-10 (Intelligent) tuya_zigbee/switch/tuya_wall-10\"","site:github.com zigbee \"Tuya Wall-10 (Intelligent) tuya_zigbee/switch/tuya_wall-10\""
"tuya_zigbee/switch/tuya_wall-287","site:zigbee2mqtt.io \"Tuya Wall-287 (Intelligent) tuya_zigbee/switch/tuya_wall-287\"","site:blakadder.com/zigbee \"Tuya Wall-287 (Intelligent) tuya_zigbee/switch/tuya_wall-287\"","site:community.homey.app \"Tuya Wall-287 (Intelligent) tuya_zigbee/switch/tuya_wall-287\"","site:github.com zigbee \"Tuya Wall-287 (Intelligent) tuya_zigbee/switch/tuya_wall-287\""
"tuya_zigbee/switch/tuya_water-264_plug","site:zigbee2mqtt.io \"Tuya Water-264 Plug (Intelligent) tuya_zigbee/switch/tuya_water-264_plug\"","site:blakadder.com/zigbee \"Tuya Water-264 Plug (Intelligent) tuya_zigbee/switch/tuya_water-264_plug\"","site:community.homey.app \"Tuya Water-264 Plug (Intelligent) tuya_zigbee/switch/tuya_water-264_plug\"","site:github.com zigbee \"Tuya Water-264 Plug (Intelligent) tuya_zigbee/switch/tuya_water-264_plug\""
"tuya_zigbee/switch/tuya_water-581_plug","site:zigbee2mqtt.io \"Tuya Water-581 Plug (Intelligent) tuya_zigbee/switch/tuya_water-581_plug\"","site:blakadder.com/zigbee \"Tuya Water-581 Plug (Intelligent) tuya_zigbee/switch/tuya_water-581_plug\"","site:community.homey.app \"Tuya Water-581 Plug (Intelligent) tuya_zigbee/switch/tuya_water-581_plug\"","site:github.com zigbee \"Tuya Water-581 Plug (Intelligent) tuya_zigbee/switch/tuya_water-581_plug\""
"tuya_zigbee/thermostat","site:zigbee2mqtt.io \"thermostat tuya_zigbee/thermostat\"","site:blakadder.com/zigbee \"thermostat tuya_zigbee/thermostat\"","site:community.homey.app \"thermostat tuya_zigbee/thermostat\"","site:github.com zigbee \"thermostat tuya_zigbee/thermostat\""
"tuya_zigbee/thermostat/assets","site:zigbee2mqtt.io \"Assets tuya_zigbee/thermostat/assets\"","site:blakadder.com/zigbee \"Assets tuya_zigbee/thermostat/assets\"","site:community.homey.app \"Assets tuya_zigbee/thermostat/assets\"","site:github.com zigbee \"Assets tuya_zigbee/thermostat/assets\""
"zigbee","site:zigbee2mqtt.io \"Tuya zigbee zigbee\"","site:blakadder.com/zigbee \"Tuya zigbee zigbee\"","site:community.homey.app \"Tuya zigbee zigbee\"","site:github.com zigbee \"Tuya zigbee zigbee\""
"zigbee/assets","site:zigbee2mqtt.io \"assets zigbee/assets\"","site:blakadder.com/zigbee \"assets zigbee/assets\"","site:community.homey.app \"assets zigbee/assets\"","site:github.com zigbee \"assets zigbee/assets\""
"zigbee/assets/images","site:zigbee2mqtt.io \"Images zigbee/assets/images\"","site:blakadder.com/zigbee \"Images zigbee/assets/images\"","site:community.homey.app \"Images zigbee/assets/images\"","site:github.com zigbee \"Images zigbee/assets/images\""
"zigbee/brands","site:zigbee2mqtt.io \"brands zigbee/brands\"","site:blakadder.com/zigbee \"brands zigbee/brands\"","site:community.homey.app \"brands zigbee/brands\"","site:github.com zigbee \"brands zigbee/brands\""
"zigbee/categories","site:zigbee2mqtt.io \"categories zigbee/categories\"","site:blakadder.com/zigbee \"categories zigbee/categories\"","site:community.homey.app \"categories zigbee/categories\"","site:github.com zigbee \"categories zigbee/categories\""
"zigbee/generic","site:zigbee2mqtt.io \"generic zigbee/generic\"","site:blakadder.com/zigbee \"generic zigbee/generic\"","site:community.homey.app \"generic zigbee/generic\"","site:github.com zigbee \"generic zigbee/generic\""
"zigbee/models","site:zigbee2mqtt.io \"models zigbee/models\"","site:blakadder.com/zigbee \"models zigbee/models\"","site:community.homey.app \"models zigbee/models\"","site:github.com zigbee \"models zigbee/models\""
"zigbee/models/aqara","site:zigbee2mqtt.io \"aqara sensor motion battery zigbee/models/aqara\"","site:blakadder.com/zigbee \"aqara sensor motion battery zigbee/models/aqara\"","site:community.homey.app \"aqara sensor motion battery zigbee/models/aqara\"","site:github.com zigbee \"aqara sensor motion battery zigbee/models/aqara\""
"zigbee/models/aqara_sensor_motion_battery","site:zigbee2mqtt.io \"aqara sensor motion battery models standard default zigbee/models/aqara_sensor_motion_battery\"","site:blakadder.com/zigbee \"aqara sensor motion battery models standard default zigbee/models/aqara_sensor_motion_battery\"","site:community.homey.app \"aqara sensor motion battery models standard default zigbee/models/aqara_sensor_motion_battery\"","site:github.com zigbee \"aqara sensor motion battery models standard default zigbee/models/aqara_sensor_motion_battery\""
"zigbee/models/aqara_sensor_motion_battery_1","site:zigbee2mqtt.io \"aqara sensor motion battery models standard default models standard default zigbee/models/aqara_sensor_motion_battery_1\"","site:blakadder.com/zigbee \"aqara sensor motion battery models standard default models standard default zigbee/models/aqara_sensor_motion_battery_1\"","site:community.homey.app \"aqara sensor motion battery models standard default models standard default zigbee/models/aqara_sensor_motion_battery_1\"","site:github.com zigbee \"aqara sensor motion battery models standard default models standard default zigbee/models/aqara_sensor_motion_battery_1\""
"zigbee/models/generic_device_generic_device","site:zigbee2mqtt.io \"generic zigbee light   generic   standard default zigbee/models/generic_device_generic_device\"","site:blakadder.com/zigbee \"generic zigbee light   generic   standard default zigbee/models/generic_device_generic_device\"","site:community.homey.app \"generic zigbee light   generic   standard default zigbee/models/generic_device_generic_device\"","site:github.com zigbee \"generic zigbee light   generic   standard default zigbee/models/generic_device_generic_device\""
"zigbee/models/generic_device_sensor_standard","site:zigbee2mqtt.io \"generic zigbee sensor   generic   standard default zigbee/models/generic_device_sensor_standard\"","site:blakadder.com/zigbee \"generic zigbee sensor   generic   standard default zigbee/models/generic_device_sensor_standard\"","site:community.homey.app \"generic zigbee sensor   generic   standard default zigbee/models/generic_device_sensor_standard\"","site:github.com zigbee \"generic zigbee sensor   generic   standard default zigbee/models/generic_device_sensor_standard\""
"zigbee/models/generic_device_zigbee_light","site:zigbee2mqtt.io \"generic zigbee light   generic   standard default models standard default zigbee/models/generic_device_zigbee_light\"","site:blakadder.com/zigbee \"generic zigbee light   generic   standard default models standard default zigbee/models/generic_device_zigbee_light\"","site:community.homey.app \"generic zigbee light   generic   standard default models standard default zigbee/models/generic_device_zigbee_light\"","site:github.com zigbee \"generic zigbee light   generic   standard default models standard default zigbee/models/generic_device_zigbee_light\""
"zigbee/models/generic_device_zigbee_sensor","site:zigbee2mqtt.io \"generic zigbee sensor   generic   standard default models standard default zigbee/models/generic_device_zigbee_sensor\"","site:blakadder.com/zigbee \"generic zigbee sensor   generic   standard default models standard default zigbee/models/generic_device_zigbee_sensor\"","site:community.homey.app \"generic zigbee sensor   generic   standard default models standard default zigbee/models/generic_device_zigbee_sensor\"","site:github.com zigbee \"generic zigbee sensor   generic   standard default models standard default zigbee/models/generic_device_zigbee_sensor\""
"zigbee/models/generic_device_zigbee_switch","site:zigbee2mqtt.io \"generic zigbee switch   generic   standard default zigbee/models/generic_device_zigbee_switch\"","site:blakadder.com/zigbee \"generic zigbee switch   generic   standard default zigbee/models/generic_device_zigbee_switch\"","site:community.homey.app \"generic zigbee switch   generic   standard default zigbee/models/generic_device_zigbee_switch\"","site:github.com zigbee \"generic zigbee switch   generic   standard default zigbee/models/generic_device_zigbee_switch\""
"zigbee/models/generic_device_zigbee_switch_1","site:zigbee2mqtt.io \"generic zigbee switch   generic   standard default models standard default zigbee/models/generic_device_zigbee_switch_1\"","site:blakadder.com/zigbee \"generic zigbee switch   generic   standard default models standard default zigbee/models/generic_device_zigbee_switch_1\"","site:community.homey.app \"generic zigbee switch   generic   standard default models standard default zigbee/models/generic_device_zigbee_switch_1\"","site:github.com zigbee \"generic zigbee switch   generic   standard default models standard default zigbee/models/generic_device_zigbee_switch_1\""
"zigbee/models/generic_zigbee_switch_1gang","site:zigbee2mqtt.io \"generic_zigbee_switch_1gang zigbee/models/generic_zigbee_switch_1gang\"","site:blakadder.com/zigbee \"generic_zigbee_switch_1gang zigbee/models/generic_zigbee_switch_1gang\"","site:community.homey.app \"generic_zigbee_switch_1gang zigbee/models/generic_zigbee_switch_1gang\"","site:github.com zigbee \"generic_zigbee_switch_1gang zigbee/models/generic_zigbee_switch_1gang\""
"zigbee/templates","site:zigbee2mqtt.io \"templates zigbee/templates\"","site:blakadder.com/zigbee \"templates zigbee/templates\"","site:community.homey.app \"templates zigbee/templates\"","site:github.com zigbee \"templates zigbee/templates\""
"zigbee/__generic__","site:zigbee2mqtt.io \"__generic__ zigbee/__generic__\"","site:blakadder.com/zigbee \"__generic__ zigbee/__generic__\"","site:community.homey.app \"__generic__ zigbee/__generic__\"","site:github.com zigbee \"__generic__ zigbee/__generic__\""
"zigbee/__generic__/generic_cover","site:zigbee2mqtt.io \"Generic generic_cover zigbee/__generic__/generic_cover\"","site:blakadder.com/zigbee \"Generic generic_cover zigbee/__generic__/generic_cover\"","site:community.homey.app \"Generic generic_cover zigbee/__generic__/generic_cover\"","site:github.com zigbee \"Generic generic_cover zigbee/__generic__/generic_cover\""
"zigbee/__generic__/generic_fan","site:zigbee2mqtt.io \"Generic generic_fan zigbee/__generic__/generic_fan\"","site:blakadder.com/zigbee \"Generic generic_fan zigbee/__generic__/generic_fan\"","site:community.homey.app \"Generic generic_fan zigbee/__generic__/generic_fan\"","site:github.com zigbee \"Generic generic_fan zigbee/__generic__/generic_fan\""
"zigbee/__generic__/generic_generic","site:zigbee2mqtt.io \"Generic Generic zigbee/__generic__/generic_generic\"","site:blakadder.com/zigbee \"Generic Generic zigbee/__generic__/generic_generic\"","site:community.homey.app \"Generic Generic zigbee/__generic__/generic_generic\"","site:github.com zigbee \"Generic Generic zigbee/__generic__/generic_generic\""
"zigbee/__generic__/generic_heater","site:zigbee2mqtt.io \"Generic generic_heater zigbee/__generic__/generic_heater\"","site:blakadder.com/zigbee \"Generic generic_heater zigbee/__generic__/generic_heater\"","site:community.homey.app \"Generic generic_heater zigbee/__generic__/generic_heater\"","site:github.com zigbee \"Generic generic_heater zigbee/__generic__/generic_heater\""
"zigbee/__generic__/generic_light","site:zigbee2mqtt.io \"Generic generic_light zigbee/__generic__/generic_light\"","site:blakadder.com/zigbee \"Generic generic_light zigbee/__generic__/generic_light\"","site:community.homey.app \"Generic generic_light zigbee/__generic__/generic_light\"","site:github.com zigbee \"Generic generic_light zigbee/__generic__/generic_light\""
"zigbee/__generic__/generic_lock","site:zigbee2mqtt.io \"Generic generic_lock zigbee/__generic__/generic_lock\"","site:blakadder.com/zigbee \"Generic generic_lock zigbee/__generic__/generic_lock\"","site:community.homey.app \"Generic generic_lock zigbee/__generic__/generic_lock\"","site:github.com zigbee \"Generic generic_lock zigbee/__generic__/generic_lock\""
"zigbee/__generic__/generic_plug","site:zigbee2mqtt.io \"Generic generic_plug zigbee/__generic__/generic_plug\"","site:blakadder.com/zigbee \"Generic generic_plug zigbee/__generic__/generic_plug\"","site:community.homey.app \"Generic generic_plug zigbee/__generic__/generic_plug\"","site:github.com zigbee \"Generic generic_plug zigbee/__generic__/generic_plug\""
"zigbee/__generic__/generic_sensor","site:zigbee2mqtt.io \"Generic generic_sensor zigbee/__generic__/generic_sensor\"","site:blakadder.com/zigbee \"Generic generic_sensor zigbee/__generic__/generic_sensor\"","site:community.homey.app \"Generic generic_sensor zigbee/__generic__/generic_sensor\"","site:github.com zigbee \"Generic generic_sensor zigbee/__generic__/generic_sensor\""
"zigbee/__generic__/generic_siren","site:zigbee2mqtt.io \"Generic generic_siren zigbee/__generic__/generic_siren\"","site:blakadder.com/zigbee \"Generic generic_siren zigbee/__generic__/generic_siren\"","site:community.homey.app \"Generic generic_siren zigbee/__generic__/generic_siren\"","site:github.com zigbee \"Generic generic_siren zigbee/__generic__/generic_siren\""
"zigbee/__generic__/generic_switch","site:zigbee2mqtt.io \"Generic generic_switch zigbee/__generic__/generic_switch\"","site:blakadder.com/zigbee \"Generic generic_switch zigbee/__generic__/generic_switch\"","site:community.homey.app \"Generic generic_switch zigbee/__generic__/generic_switch\"","site:github.com zigbee \"Generic generic_switch zigbee/__generic__/generic_switch\""
